title,Departments,keywords
Adventures in Time and Race: A Study of the Acceptance of Multiculturalism in Doctor Who,History,"Doctor Who, Race"
"Lessons Learned from the Fight for Integration at the Lovett School: Atlanta, Georgia 1963-1966",History,"education, school desegregation, integration, Episcopal Society for Cultural and Racial Unity"
Radically Practical: Rabbi Emil G. Hirsch’s Response to Modernity,History,"Emil G. Hirsch, Chicago, Chicago Sinai, Reform Judaism, Radical, Practical"
Jesus Saves: Branding Theology and Image in Twentieth Century Los Angeles Evangelicalism,History,"evangelicalism, Los Angeles, theology, religious performance"
"Fear, Flames and the ""Other"": the Great Chicago Fire of 1871 and Urban Tension in the Press and Popular Media",History,"fire, press, chicago"
"“Go West, Young Man, Go West”  Whiteness, Masculinity, and Wilderness in Gilded Age Boys Literature",History,"Gilded Age, masculinity, wilderness, nature, whiteness, boyhood, George Bird Grinnell, Theodore Roosevelt"
"Klotzen, Nicht Kleckern (Strike Together, Not Divided!): the Panzer Divisions As New Dominating Strategy of Modern Warfare",History,guderian panzer division
Walk This Way: Hip-Hop's Journey from Sub-Culture To Pop Culture as a Musical Genre,History,Hip-Hop
Shooting An Elephant: How the British Became the Leading Imperialist in Africa and the World,History,"history, imperialism, great britain, africa, empire"
Picture Perfect: The Evolution of Photojournalism During the Second World War,History,"history, photography, photojournalism, wwii"
"“They See a Free Individual, it’s Gonna Scare ‘Em:” Hitchhiking, Fear, and the Decline of Community in 20th Century America",History,hitchhiking
The Holocaust in Jewish American Collective Memory: A Study of Holocuast Memorials in American Synagogues,History,"Holocaust, Judaism, collective memory, memorialization, United States, Jews, American synagogues"
On the Origins of the 1956 Hungarian Revolution,History,"hungary, revolution, 1956, violence, mã¡tyas rã¡kosi, imre nagy, miklã_s horthy, communism, stalinism, nikita khrushchev"
"Boys in the Jungle, Elephants in the City: An Analysis of the Colonial and Imperialistic Themes in Rudyard Kipling’s The Jungle Book and Jean de Brunhoff’s The Story of Babar",History,"Imperialism, Colonialism, Kipling, de Brunhoff, The Jungle Book, Mowgli, Babar"
Separate and Unequal: An in Depth Analysis of Tule Lake Internment and Segregation Camp and the Unification and Separation of Japanese Internees,History,"internment, world war ii, tule lake"
Ski Masks and Assault Rifles:  A Brief History and Examination of the Violent Politics of the Irish Republican Army in the 1960s and early-1970s.,History,"IRA, Sinn Fein, NICRA"
Re-Examining Carter: The President’s Relationship with Congress in Formulating and Enacting Comprehensive Energy Legislation,History,"Jimmy Carter, energy policy, Congress"
“A Moral Heroism Even Greater and Grander Than That of the Soldiers Who Fell:” The Transformation of the Public Sphere for White Southern Women After the Civil War,History,"Ladies Memorial Associations, UDC, Ideals of womanhood, Transformation of Public Sphere, Confederate Monuments, Confederate Memorial Days, Education"
Cowboy Mythology in National Politics: The Pre-Presidential Political Career of Lyndon Johnson,History,"lyndon johnson, myth, national politics"
"A Beautiful Self, A Beautiful Home, A Beautiful Romance: Magazine Advertisements and the Creation of Domestic Culture in the 1950s",History,"Magazines, Ladies Home Journal, Romance, Advertisements"
Talking Black and Sleeping White... Talking White and Sleeping Black: A Socio-Legal Examination of Interracial Marriage in America,History,"marriage, interracial, miscegenation, same-sex marriage, supreme court, socio-legal"
Mary Tudor: Bloody Zealot or Female Trail Blazer?,History,"mary tudor, bloody mary"
The Foundation of a Leader: the Education of Benjamin E. Mays,History,"mays, education"
Making of a Second-Class Citizen: a Case Study of the Institutionalized Oppression of Blacks in New Orleans,History,"new orleans, segregation, environmental injustice, police brutality, violence, hurricane katrina"
The Media versus Major League Baseball and its Superstars: A Comparison of the 1927 and 2009 New York Yankees,History,"new york yankees, superstar/celebrity, american media culture"
The Nuke in Our Souls: The Apocalypse Comes Down to Earth in Three Postmodern Novels,History,"Nuclear, nuclear weapons, postmodernism, postmodern literature, Pynchon, DeLillo, Wallace, David Foster Wallace"
Singing Against the Grain: Exploring the Effects of National Identity & History on Counter Cultural Musical Output,History,"nueva cancion, tropicalia, tropicalismo, corrido, narcocorrido, protest folk, victor jara, violeta parra, os mutantes, caetano veloso, bob dylan, joan baez, national identity"
Timekeepers of Progress: Buffalo and the 1901 Pan-American Exposition,History,"pan-american exposition, buffalo, 20th century american history, gilded age"
The Story That Would Not Grow Old: The Evolution of J.M. Barrie's Peter Pan,History,"Peter Pan, J.M. Barrie, theatre history, film, literature"
"Pocket Full of Posies, a Comparative Study of the Plague in Florence and London",History,"plague, london, florence, black death"
Hurrah Hurah Look Who's Rising? It's the Frelinghuysens!:  a Select History of New Jersey's Frelinghuysen Family,History,"political wisdom, frelinghuysens, new jersey, american politics"
"Resisting Colonialism:  Cultural Syncretism, Indigenous Agency and Exploition in Colonial Potosí",History,"potosã_, indigenous, spanish, silver"
"American Quaker Activism: Emerging Leadership, Evolving Faith, and Extraordinary Change",History,"quakers, friends, afsc, peace, pacifism, social justice"
"Whose Britain Is This Anyway: Questioning Race, Class, Immigration and Nationality in Great Britain Between 1948 and 2011",History,"race, great britain"
A Better and Truer Self:  The Harris Brothers in Reconstructed North Carolina,History,"Reconstruction, black America, history, middle class, Harris brothers, North Carolina"
Remaining Elite: Patriarchy and Advice in Renaissance Florence,History,"renaissance, florence, marriage, family, image, patriarchy, advice"
Re-Framing the Slaughter: Remembering the Rwandan Genocide,History,"rwanda, memory, memorials, genocide, film"
Samurai Baseball: A History of the Japanese Players in the American Major League Baseball,History,"samurai, baseball, bushido, samurai qualities, baseball players"
The “Production” of Urban Poverty: Comparative Analysis of Brazilian Favelas and South African Townships (1964-1985),History,"Slum, Favela, Townships, South Africa, Brazil, Apartheid, Urbanization, Urban segregation, Racial segregation, Poverty, Racism, Inequality, Social Movements."
"Social Relevance of Speakeasies: Prohibition, Flappers, Harlem, and Change",History,"speakeasy, prohibition, flapper, 1920s, african american, jazz, harlem renaissance"
Impoverished Bodies: The Politics of Sterilization Abuse and the Marginalization of Low-Income Women of Color,History,"sterilization abuse, government policy history, black feminism, overpopulation"
Fire from the Sky: Theories of Strategic Bombing and their Implementation in the Second World War,History,"Strategic, Bombing, Germany, WWII, air, airpower"
The Suez Crisis of 1956: The End of British Influence & Imperialism,History,"Suez Crisis, Nasser, Imperialism, Eisenhower, Eden, Suez Canal"
Just Spoonful of Sugar Makes Imperialism Go Down: The Role of Sugarcane in the Formation of Portugal's Atlanti Empire,History,"Sugar, Portugal, Imperialism"
"Syrians, Sectarianism, and Assimilation: Divergent Conceptions of Early Arab Nationalism in the Old World and New",History,"syrian-americans, lebanese-americans, immigration, assimilation, arab nationalism, sectarianism"
Unraveling the Toilet Paper Tax Revolt: An Investigation Into the Demise of Politics in the Garden State 1989-1993,History,"tax revolt, jim florio, gun control, politics"
Mastering the Patrol: a Look at the Importance of Training For American Pilots in the Battle of the Atlantic,History,"training, aircrews, world war ii, battle of the atlantic, army air force, navy, operations research"
Unorganizable and the Unrepresented: the Evolving Relationship of Hispanics and the American Labor Movement,History,"unions, hispanics, social movements, labor history, agriculture, farm labor, poultry processing"
They Teach As They Were Taught: Teaching and Women’s Work in America’s Early Republic,History,"United States, women's work, teaching, history of education, Emma Willard, Catharine Beecher, early national period, women's education, female academies"
Academies of State: Monarchy and the Universities in Tudor England,History,"universities, tudor, reformation, oxford, cambridge"
Watergate's Test of Values:  The Role of John W. Dean III in the Most Infamous Presidential Scandal in History,History,"watergate, john w. dean iii"
"History of the Fifteenth Air Force in World War II Through the Eyes of One Man: the War Story of Second Lieutenant Winthrop Sargent Worcester, Jr.",History,"world war ii, fifteenth air force, war story, b-17"
Mogadishu....We Have a Problem: How Decolonization Set Up the Democratic Republic of Somalia to Collapse,History; International Relations,"somalia, decolonization, state collapse"
Enigmatic Magic: An Analysis of the Role of Codes and Ciphers Within American Intelligence,History; Mathematics,"cryptology, espionage, coding theory, intelligence gathering, spycraft, ciphers, codes, national security agency"
Was the Great War Just?: A Re-examination of Just War Theory in Light of Events During 1900-1920,History; Philosophy,"War, Just War, World War One, WWI Weaponry"
"Ethnoscapes and Nationalism in the Cherokee Nation's Constitutional Law, 1960-2013",History; Political Science,"arjun appadurai, jace weaver, cherokee, nation, cherokee nation, polititcs, indian law, american indian, native american, allotment, constitutional law"
"The Global City of New York: Neoliberalism, Occupy Wall Street, and the Polarization and Repoliticization of Denationalized Space",History; Political Science,"new york, occupy wall street, global cities, constructivism, neoliberalism"
But the Heart is Still Indian: Hindutva and the Imagined Nation in Post-Partition Hindi Cinema,History; Religious Studies,"India, South Asia, Hinduism, Hindu nationalism, Hindutva, Bollywood, Indian cinema, Hindi cinema"
Putin and the Russian Federation: Securing Power at the Expense of Democracy,History; Russian Studies,"vladimir putin, opposition, kgb, anna politkovskaya, masha gessen, autocrat, alexander litvinenko, vladimir gusinsky, boris berezovsky, mikhail khodorkovsky, chechnya, ryazan"
Young People Don't Vote: An Investigation of the Methods and Motivations of Contemporary and Past Student Political Activists,History; Sociology and Anthropology,"student political activism, 60s activism"
"Chilean Cultural Identity: a Case Study of Contemporary Mapuche Poetry, La identidad cultural chilena: un caso de estudio de la poesía mapuche contemporánea",History; Spanish,"mapuche, cultural, chile, identity, indigenous, poetry"
"Tupac Amaru, Pachacuti: Un Análisis De Las Causas, La Estructura Y El Discurso Del Gran Levantamiento (1780-1781)",History; Spanish,"tupac amaru, viceroyalty of peru, colonial latin america, indigenous movements"
"""What's Race Got To Do With It?"" A Feminist Analysis of Anti-Rape Discourse from Susan Brownmiller and Angela Davis to the Modern Feminist Blogosphere","History; Women’s, Gender, and Sexuality Studies","feminist discourse, rape culture, anti-rape movement, intersectionality, feminist blogs"
Organizing on the Margins: The National Domestic Workers Union of America and the Development of Intersectional Labor Activism in the 1970s,"History; Women’s, Gender, and Sexuality Studies","Labor, Black feminist thought, 1970s, Intersectionality, Union, Atlanta"
Transnational Advocacy Networks and Human Rights Issue Emergence Amidst Internet Repression: a Case Study of Syria and Egypt,International Relations,"advocacy, international relations"
Assessing the Relationship Between Al-Qaeda Central and Al-Qaeda in the Arabian Peninsula: Before and After bin Laden,International Relations,"Al-Qaeda, Al-Qaeda in the Arabian Peninsula, Osama Bin Laden"
To Intervene or Not to Intervene? Explaining Third-Party State Intervention in Civil Wars,International Relations,"civil war, intervention"
The Modern Hydra: Assessing Counterinsurgency Success and Failure,International Relations,"counterinsurgency, insurgency, irregular warfare"
The Asian Tigers and Their Mothers: A Comparative Case Study of the Role of Culture at the Government and Societal Level in Determining Educational Success,International Relations,"culture, education, educational policy, taiwan, hong kong and mainland china"
Ideology Over Interest: French Foreign Policy Under de Gaulle,International Relations,"de Gaulle, France, NATO, EEC, nuclear weapons, empty chair, force de frappe, granduer, foreign policy"
The Effects of the Norm of International Election Monitoring on Voters' Confidence Levels in Francophone West Africa's Presidential Elections 1990-2011,International Relations,"election monitor, democracy, norm, voter confidence, west africa, election"
Judicial Institutions and Legalism Impact on Foreign Direct Investment Variation in Developing Countries,International Relations,"judicial institutions, courts, law, rule of law, legalism, FDI, Chile, Panama, Nicaragua"
Rift Valley Racers: a Study of the Cultural Causes of Kalenjin Distance Running Success From 1968 to the Present,International Relations,kalenjin running
Answering the Kurdish Question: State Discriminatory Policies and the Kurdish Reaction,International Relations,"Kurds, state policies, discrimination, violence, conflict, Turkey, Iraq, Syria"
An Analysis of the Modern Social State,International Relations,"Modern, Social, State"
Who Is Riding Shotgun? The Influence of Multinational Corporations on International Negotiation Outcomes,International Relations,"multinational corporations, external influence, united states, european union"
"It's Not You, It's Me: The Effect of Nationalist Movement Leadership Style on the Decision to Secede",International Relations,"Nationalism, Nationalist Movements, Leaders, Leadership Style"
The Big Bomb Theory: Using Neoclassical Realism to Understand the Obama Administration's Nuclear Strategy,International Relations,"nuclear strategy, neoclassical realism, President Obama"
A Possible Cure For the Curse?: A Comparative Analysis of Democratic Institutions and Domestic Polices on the Economic Growth of Resource Dependent Countries,International Relations,resource curse
A Hometown Approach to Homegrown Terrorism? A Comparative Case Study on Countering Violent Extremist Policy,International Relations,"terrorism, homegrown, homeland security"
The Political Business Cycle and Trade Policy Formation: How Do Electoral Incentives Impact Trade Policy?,International Relations,"Trade, Public Policy, Electoral Incentives"
The Role of Political Culture in Understanding Inconsistencies between International and Domestic Privacy Law in France and the United States,International Relations; French and Francophone Studies,"International Law, France, United States, Privacy, International Norms"
How to Run a Successful and Ethical Intervention into Genocide,International Relations; Philosophy,"Genocide, Human Rights"
International Intervention in Time of Crisis: Explaining the Motives Behind the Selectivity of States' Actions,International Relations; Political Science,"International Intervention, military intervention, crisis, politicide, genocide"
The Evolution of International Sovereignty Norms and the Process of State-Level Norm Internalization,International Relations; Political Science,"sovereignty, norms, legal, constructivism, international law, internalization, congo, russia, france, responsibility to protect, united nations"
"""The Federation of the World"": Examining the Ideological Influences on the Charter of the United Nations",International Relations; Political Science,"world, UN, charter"
Should I Gamble in my Foreign Language? An Investigation of Language Effect on Decision Making Process,International Relations; Psychology,"langugage, risk"
Finding Peace Through Religious Difference: Healing the Wounds of Violent Conflict Through Interfaith Dialogue,International Relations; Religious Studies,"religion in international relations, peacebuilding in post-conflict settings, interfaith dialogue as a peacebuilding tool"
'You Are Who We Say You Are': The Politics of Ethnicity in Post-Genocidal Rwanda and Bosnia-Herzegovina,International Relations; Sociology and Anthropology,"peace, genocide, identity, justice, Bosnia-Herzegovinia, Rwanda, development, post-conflict, governance, recovery, reconciliation"
The Impacts of U.S. Economic and Military Aid on Human Rights Violations in Cold War Latin America,International Relations; Spanish,"economic aid, military aid, human rights, Spanish"
Airline Fleet Assignment,Mathematics,"airline, fleet, assignment"
The Analytic Hierarchy Process: A Mathematical Model for Decision Making Problems,Mathematics,"analytic hierarchy process, analytic network process, medical diagnosis, decision making, mathematical model, positive reciprocal matrix, Perron's theorem"
I Don't Play Chess: A Study of Chess Piece Generating Polynomials,Mathematics,"Combinatorics, Rook, Bishop, Rook polynomials, Latin Squares, Stirling numbers"
Model Looking at the Expected Number of Shots to Hole Out on a Golf Course,Mathematics,"expected value, golf"
Keeping Your Options Open: An Introduction to Pricing Options,Mathematics,"financial math, binomial model, option pricing"
Similarly Intriguing and Perspectively Odd: Fractal and Projective Geometry Explored in M.C. Escher's Art,Mathematics,"fractals, projectivities, escher"
An Examination of the Golden Ratio in Nature and Music,Mathematics,"Golden Ratio, Divine Proportion, Golden Section, Golden Ratio in music, Fibonacci numbers"
My Ticket to Becoming An Athletic Director,Mathematics,"graph theory, sports scheduling"
Modeling For Our Lives: A Theoretical Study of HIV/AIDS Epidemiology Through Mathematical Modeling,Mathematics,"HIV, AIDS, mathematical modeling, epidemiology, SIR model"
The Machete Number,Mathematics,knot theory
Markov Chain Theory with Applications to Baseball,Mathematics,"Markov chains, Baseball, Expected Number of Runs Scored"
Applying Markov Chains to Baseball,Mathematics,"Markov Chains, probability, baseball"
Extensions of the Farey Sequence and Ford Circles,Mathematics,"mathematics, number theory, farey sequence, ford circles"
Matrix-Analytic Methods in Queueing Theory,Mathematics,"matrix-analytic methods, queueing theory"
Multivariate Statistics,Mathematics,multivariate statistics
Analysis of Factors that Influence the Probability of a Goal in the National Hockey League,Mathematics,"NHL, hockey, math modeling"
The Golden Ratio,Mathematics,"phi, golden ratio"
Set Theory: Building Numbers From Nothing,Mathematics,"Set Theory, Zermelo-Fraenkel, Ordinals, Cardinals"
The Wooster Model: A Staff Scheduling Problem With An Application to Student Activities,Mathematics,staff scheduling
The Use of Data and Statistical Analysis to Predict an Outcome,Mathematics,"Statistical Analysis, Regression Models"
Clarifying Chaos: A Look Into Chaotic Dynamical Systems,Mathematics,"The College of Wooster, Independent Study, Dynamical Systems, Chaos"
The Torus and Graph Theory,Mathematics,"torus, graph theory, graph, planar, embeddable, toroidal, euler, kuratowski"
Vector Space Modeling: An Intuitive Approach to Information Retrieval,Mathematics,"Vector Space Models, Information Retrieval, Natural Language Processing, Human Language Technology, Search Engines"
Only For Honest Men: A Survey of Voting Theory,Mathematics,voting theory
Data Mining and Its Applications,Mathematics; Computer Science,data mining
Modeling Crime Using Social Interaction,Mathematics; Economics,"Crime, Social Interactions, Chicago"
Avalanches on a Critical Conical Bead Pile: Exploration of Tuning Parameter Space and Mathematical Foundations,Mathematics; Physics,"Avalanches, Bead Pile, Probability, Renormalization Group"
Solitons and their Symmetries: A Mathematical Analysis,Mathematics; Physics,"Lie theory, soliton, symmetry, Lorentz group, SU(2)"
_: Spring Dot,Mathematics; Physics,"celestial mechanics, n-body problems, numerical solutions, differential equations"
The Entanglement and Relaxation of Liquid Crystal Shaped Granular Media,Mathematics; Physics,"granular media, liquid crystal, double exponential fits, obj c++ simulation"
A Theoretical and Experimental Pattern Analysis of Electrohydrodynamic Convection in a Liquid Crystal System,Mathematics; Physics,"liquid crystal, electrohydrodynamic convection, swift hohenberg equation, finite difference method, ehc, dynamic scattering"
Monte Carlo Simulations of the Clumpy Torus in Active Galactic Nuclei,Mathematics; Physics,"monte carlo, agn, x-ray, optical"
Go with the Flow: Developing Computational Fluid Dynamics Simulations According to the Navier-Stokes Equations,Mathematics; Physics,"Navier-Stokes equations, computational fluid dynamics, computer simulation"
// : Study of the Gravitational Interaction Between Two Line Masses,Mathematics; Physics,"two body problem, gravitational dynamics"
The Soviet War in Afghanistan and the Application of U.S. Special Forces: a Combat Analysis,Mathematics; Russian Studies,"Russian, mathematics, combat analysis, stochastic, deterministic, Afghanistan, Russia, special operations, spetsnaz, Mujahideen, differential equations, modeling"
Senior Independent Study in Composition: Claire and Annette; Thanatopsis; Notes from Undergrad,Music,music composition
Senior Independent Study in Music Composition: Explorations for Various Ensembles,Music,"Music Composition, Chorus, Orchestra, Chamber Ensemble"
Teaching Students to Read: Music’s Impact on Language Acquisition and Fluency,Music,"Music Education, Music, Literacy"
Creating a Lyrical Experience: Preparation For and Research on the Song Recital,Music,"music history, song recital"
"L'Imagination De Lenore: A Song Cycle in Six Movements For Soprano, Baritone, and Chamber Ensemble",Music,"music score, charles baudelaire, edgar allan poe"
Cross-Cyle Psychological Metamorphosis in Ned Rorem's Poems of Love and the Rain,Music,"music theory, Ned Rorem, Poems of Love and the Rain, persona, The College of Wooster, art song, music and meaning, poetry, text-music relationships"
A Summary and Reflection of the Percussion Repertoire for my Senior Recital,Music,"music, percussion, performance, marimba, timpani"
"Senior Recital Program Notes: Sonata in E-Flat Major, Opus 120, No. 2 For Viola and Piano By Johannes Brahms. Sonata For Viola and Piano, Opus 11, No. 4 For Viola and Piano By Paul Hindemith. Passacaglia Duo For Violin and Viola By George Frederick Handel, Arranged By Johan Halvorsen",Music,"program notes, viola, music, johannes brahms, paul hindemith, johan halvorsen, george frederick handel"
Senior Independent Study in Music Composition,Music,"propulsive tendencies, silver, concertino, oboe, orchestra, composition, strings"
Odyssey,Music,"songwriting, independent music, recording, composition, composer, songwriter, worship"
"An Investigation of Triclocarban's Effect on Testosterone, Anxiety, and Objective Memory Capabilities",Neuroscience,"triclocarban, testosterone, morris water maze, elevated plus maze, novel object recognition, anxiety, learning and memory"
Effects of Chronic and Intermittent Stress on the Acceleration of  Alzheimer's Disease in Mice,Neuroscience,"alzheimer's disease, chronic stress, intermittent stress, stress, transgenic mice, ad"
Time-Dependency of _-Estradiol Neuroprotection Against Scopolamine-Induced Anterograde Amnesia in Rats,Neuroscience,"anterograde amnesia, estrogen neuroprotection, scopolamine, _-estradiol, water-based radial arm maze, novel object recognition, memory impairment"
Arginine Kinase in Myxococcus xanthus: Investigation of Specificity for Arginine Kinase during Cellular Motility and Fruiting Body Formation,Neuroscience,"arginine kinase, phosphagen kinase, fruiting bodies, Myxococcus xanthus, bacteria, motility"
Empathy & Euphoria: Facial Expression Discrimination & Autonomous Sensory Meridian Response,Neuroscience,"ASMR, Empathy, Neuroscience"
The Administration of a Novel Chemotherapy Agent in a Brain Tumor Mouse Model,Neuroscience,"atypical tertaoid rhabdoid tumor, pd-0332991, targeted chemotherapy"
Impact of Perinatal Exposure to Polychlorinated Biphenyls and Bisphenol A on Learning and Memory in Mice,Neuroscience,"bpa, pcb, learning, memory, mice, behavior, perinatal"
Cognitive Enhancements with Interactive Media,Neuroscience,cognitive enhancements video games ldst flanker symmetry span
"Life's Tough, Wear a Helmet: the Lasting Effects of Multiple Concussions in College Athletes",Neuroscience,"concussions, cummulative effects, nueropsychological tests, electrophysiological tests"
The Effects of Curcumin on a C57Bl/6J Mouse Model of Thiamine Deficiency Induced Wernicke-Korsakoff Syndrome,Neuroscience,"curcumin, wernicke-korsakoff syndrome, c57bl/6j mice"
Divergent Effects of Prolonged Progesterone Exposure on Depressive-Like Symptoms and the Expression of Myelin Basic Protein in the Corpus Callosum of Adolescent Female Rats,Neuroscience,"depression, major depressive disorder/ MDD, forced swim test/ FST, behavioral despair, white matter, myelin, myelin basic protein/ MBP, enzyme-linked immunosorbent assay/ ELISA, corpus callosum, menstrual cycle, ovarian hormones, progesterone/ P4, female rats"
Patterns of Executive Function in Down Syndrome,Neuroscience,"down syndrome, alzheimer's disease, executive function, hot executive function, cool executive function, aging, cognitive decline"
An Investigation of the Effects of Estrogen on Anxiety and Hippocampal-Dependent Fear Conditioning,Neuroscience,effects of estrogen on anxiety and fear behavior
Lower Leg Compression Shows Promise to Improve Prolonged Peroneus Longus Reaction Time in Individuals With Functional Ankle Instability,Neuroscience,functional ankle instability
Looming Bias and Implicit Association: Is Racial Bias Implicit or  Learned by Social Upbringing?,Neuroscience,"implicit racial bias, looming bias, social contact, face"
Identification and Functional Analysis of Voltage Dependent Calcium Channels in   Paramecium Tetraurelia,Neuroscience,"ion channel evolution, ion channel evoution, paramecium"
Ketamine’s Prolonged Anti-Depressant Effects in Two Models of Rat Depression,Neuroscience,"Ketamine, antidepressant, anti, depressant, anti-depressant, Prolonged, extended, models, rat, rodent, depression, depressive"
"The Effects of Prenatal Exposure to Bisphenol A (BPA) in combination with Prenatal Stress on Learning, Memory, and Anxiety in Rats",Neuroscience,"Neuroscience, Biology, Bisphenol A, Prenatal Stress"
Protective Effects of Nicotine on Ethanol-Induced Toxicity on SH-SY5Y Cells,Neuroscience,"nicotine, neuroprotective, ethanol, toxicity"
"Nootropic Drug, Noopept, in a Rodent Model Concerning Morris Water Maze Latency and TrkB Full-Length Gene Downregulation",Neuroscience,"Noopept, TrkB, BDNF, Morris water maze, qualitative real-time PCR, rats"
"Nootropic Drug, Noopept, in a Rodent Model Concerning Morris Water Maze Latency and TrkB Full-Length Gene Downregulation",Neuroscience,"Noopept, TrkB, BDNF, Morris Water Maze, Qualitative Real-Time PCR, Rats"
Sex-Specific Differences with Omega-3 Fatty Acid Supplementation in an Adult Animal Model of ADHD: Omega-3 PUFAs in Adult ADHD,Neuroscience,"omega-3 PUFAs, activity levels, adult ADHD, sex differences, SHR-SP"
Effects of Dietary Omega-3 Supplementation During Early Development on Learning and Memory in Adulthood in a Rat Model,Neuroscience,"omega-3. fatty acids, learning and memory"
Regulation of Retinal Neuron Pathfinding in Drosophila melanogaster by Evolutionary Conserved Poly (a) Binding Proteins Implicated in Intellectual Disability,Neuroscience,RETINAL NEURON PATHFINDING POLY (A) BINDING PROTEINS INTELLECTUAL DISABILITY
Personality Factors Underlying Risk Propensity in Individuals with a History of Substance Abuse,Neuroscience,"Risk Propensity, Personality, Substance Abuse"
The Impact of Rumination and Mindfulness on Attentional Control and Depression,Neuroscience,"rumination, mindfulness, attentional control, internet browsing habits, depression"
Distinguishing Between the Influence of Gonadal Hormones and Sex Chromosomes on Sexual Dimorphisms in the Cortex Through Use of the Four Core Genotypes Model,Neuroscience,"sex differences, cortical thickness, four core genotypes model"
Female Sex Hormones and Their Influence on Athletic Performance and Perception of Auditory Looming Sounds,Neuroscience,"sex hormones, athletic performance, perception of auditory looming sounds"
An Investigation on the Effect of Long-term and Short-term Lisdexamfetamine Dimesylate and Acute Exercise Treatment on Spatial Learning and Memory and Anxiety Levels in Adolescent Rats,Neuroscience,"Stimulants, Learning and Memory, Anxiety levels, ADHD"
An Exploration of the Neuroprotective Properties of Omega-3 Fatty Acids In a Learning Deficient Mild TBI Model,Neuroscience,"TBI, Omega-3 Fatty acid, Scopolamine"
The Influence of Intergroup Contact on Implicit Attitudes: A Study of the Other-Race Effect,Neuroscience,"the other-race effect, race, face processing"
Cognitive Differences as a Result of Concussion in Males and Females,Neuroscience,"traumatic brain injury, EEG, sex differences, behavior, ERP"
"Assessment of the Neuroprotective Efficacy of NGP1-01 on Reducing and Mediating Gliosis, Immunoinflammatory Response, and Neuronal Cell Death After Traumatic Brain Injury",Neuroscience,"traumatic brain injury, gfap, tlr2, neun, secondary neural cell death, ngp1-01"
"Effects of Mate Separation on Corticosterone and Testosterone Levels in Zebra Finches, Taeniopygia Guttata",Neuroscience,"zebra finch, corticosterone, testosterone, mate separation, pair bond"
The Effects and Implications of Sex Steroid Hormones on Adult Neurogenesis in the Main Olfactory Bulb,Neuroscience; Biology,"Adult, Neurogenesis, Olfaction, Discrimination, Hormones"
Accounts of Brain Disease: Exploring the Cellular Mechanisms of Obsessive Compulsive Disorder and Its Implications in the Framework of Anomalous Monism As a Semantic Theory of Mind,Neuroscience; Philosophy,"neuroscience, ocd, obsessive compulsive disorder, marble burying, cannabinoids, cannabinoid receptors, cb1, anomalous monism"
The Therapeutic Effects of Environmental and Physical Enrichment on Motor Behavior Function in a Rat Model of Parkinson's Disease,Neuroscience; Psychology; Biology,"Neuroscience, Parkinson's Disease, Environmental Enrichment, Physical Enrichment, Exercise, Prevention, Therapy, Cognitive Brain Reserve, Neurogenesis, Plasticity"
"I Think I Can, I Think I Can, I Think I Can: The Role of Affect in Second Language Acquisition: Pienso Que Sí, Pienso Que Sí, Pienso Que Sí: El Papel de la Afición en la Adquisición de una Segunda Lengua",Neuroscience; Spanish,"Neurolinguistics, Psycholingusitics, Affect, Second Language Acquisition, Token Economies"
Radical Absurdity: Reinterpreting Camus For a Better Absurdism,Philosophy,"absurd, camus, absurdism, existentialism"
Can Pure Music Be Meaningful?,Philosophy,"Aesthetics, Philosophy of Music, Expression, Musical Meaning"
"Agrarianism: Red Barns, Happy Cows, and Ignorant Farmers? Or is there More to it?",Philosophy,"agrarianism, sustainability, intrinsic value, instrumental value"
Caring About Stories: A Conceptual Investigation of Narrative Art and Moral Understanding,Philosophy,"applied ethics, aesthetics, narrative, literature"
Ought-Thenticity: A Restructuring of Understanding Why One Should Strive Towards Being An Authentic Human Being,Philosophy,"authenticity, ought, Dasein, Existentialism, Romantic, Contemporary, importance"
Authenticity and Art: Towards a New Conception of Authenticity and its Application to Art,Philosophy,"authenticity, self, art, aesthetics, art evaluation, artist motivation, romanticism, existentialism"
Buddhist 'Emptiness' and the Practice of Nonconceptual Content,Philosophy,"buddhsim, emptiness, comparative philosophy, nagarjuna, mcdowell, concepts"
Necessary Criteria to Save a Dying Practice: An Attempt to Morally Justify Capital Punishment,Philosophy,"capital punishment, death penalty, morality, retribution, deterrent effect"
A Moral Objection to Capitalism Regarding the Treatment of Labor and What an Alternative System Should Aim to Resolve,Philosophy,"Capitalism, Marx, Smith, Friedman, Labor, Capitalist, Alienation, Exploitation, Liberty, Domination, Economic Democracy"
Beyond Etiquette: Connecting to the Value of People,Philosophy,"Cognitivism, Altruism, Care Theory, Value of Persons"
Tough Pill to Swallow: Evaluating Ethical Concerns Regarding 'Cosmetic Psychopharmacology',Philosophy,cosmetic psychopharmacology
"Dexter a Virtuous Vigilante, or Immoral Psychopath: A Deontological and Virtue Ethic Assessment of Showtime’s Series Dexter",Philosophy,"Dexter, morality, deontology, virtue ethics, pop-culture, philosophy"
The Ambiguity of Perception: An Examination and Critique of an Empiricist Perceptual Theory in the Defense of a Realist Theory of Perception,Philosophy,"empiricist, realist, perception"
